ID	text,image	text,image	text,image
16909	positive,positive	positive,positive	neutral,neutral
16910	positive,positive	positive,positive	neutral,positive
16911	positive,positive	neutral,positive	positive,positive
16912	neutral,neutral	negative,neutral	neutral,neutral
16913	positive,positive	positive,positive	neutral,neutral
16914	neutral,positive	positive,positive	neutral,positive
16915	positive,neutral	positive,positive	positive,positive
16916	positive,positive	positive,positive	positive,positive
16917	neutral,neutral	neutral,neutral	positive,positive
16918	neutral,neutral	positive,positive	positive,positive
16919	negative,neutral	neutral,neutral	neutral,neutral
16920	positive,positive	positive,positive	neutral,neutral
16921	positive,positive	positive,positive	positive,neutral
16922	positive,positive	neutral,neutral	neutral,neutral
16923	positive,neutral	positive,positive	positive,neutral
16924	positive,positive	positive,positive	neutral,neutral
16925	neutral,neutral	neutral,neutral	neutral,neutral
16926	neutral,positive	neutral,neutral	neutral,negative
16927	neutral,neutral	neutral,neutral	positive,positive
16928	positive,positive	positive,positive	neutral,positive
16929	neutral,neutral	positive,positive	positive,positive
16930	negative,negative	positive,positive	positive,positive
16931	positive,positive	neutral,neutral	positive,positive
16932	positive,positive	positive,positive	positive,positive
16933	positive,positive	neutral,negative	positive,negative
16934	neutral,positive	negative,neutral	positive,positive
16935	positive,positive	neutral,positive	neutral,positive
16936	positive,neutral	positive,positive	neutral,neutral
16937	positive,neutral	positive,positive	positive,positive
16938	positive,positive	positive,positive	positive,positive
16939	neutral,negative	neutral,negative	neutral,negative
16940	positive,positive	positive,positive	neutral,neutral
16941	neutral,neutral	positive,neutral	positive,positive
16942	neutral,neutral	neutral,neutral	neutral,neutral
16943	positive,positive	positive,positive	positive,positive
16944	neutral,neutral	positive,positive	positive,neutral
16945	neutral,neutral	positive,positive	positive,neutral
16947	positive,positive	positive,positive	neutral,neutral
16949	positive,neutral	positive,positive	neutral,neutral
16950	neutral,neutral	positive,positive	positive,positive
16951	negative,negative	positive,neutral	positive,positive
16952	neutral,neutral	neutral,neutral	negative,negative
16953	positive,positive	neutral,neutral	neutral,neutral
16954	neutral,neutral	neutral,neutral	neutral,neutral
16955	positive,positive	positive,positive	neutral,neutral
16956	neutral,positive	positive,positive	positive,positive
16957	neutral,neutral	neutral,positive	neutral,neutral
16958	positive,positive	negative,positive	positive,positive
16959	neutral,neutral	neutral,positive	positive,positive
16960	neutral,neutral	positive,neutral	positive,positive
16961	neutral,positive	neutral,positive	positive,neutral
16962	positive,positive	neutral,neutral	positive,positive
16963	neutral,positive	neutral,neutral	neutral,neutral
16964	positive,positive	positive,positive	positive,positive
16965	positive,positive	positive,positive	positive,positive
16966	neutral,neutral	positive,positive	positive,neutral
16967	positive,positive	positive,positive	neutral,positive
16968	positive,positive	positive,positive	positive,negative
16969	positive,positive	neutral,positive	positive,positive
16970	positive,positive	neutral,neutral	neutral,neutral
16971	positive,positive	positive,positive	positive,positive
16972	negative,negative	negative,negative	neutral,neutral
16973	neutral,neutral	positive,positive	neutral,neutral
16974	positive,negative	positive,neutral	neutral,neutral
16975	positive,positive	positive,positive	neutral,neutral
16976	positive,neutral	positive,neutral	positive,neutral
16977	positive,positive	neutral,neutral	neutral,neutral
16978	neutral,neutral	positive,positive	positive,positive
16979	positive,negative	neutral,neutral	positive,neutral
16980	positive,positive	positive,positive	positive,negative
16981	positive,positive	neutral,neutral	positive,positive
16982	positive,positive	positive,neutral	positive,positive
16983	neutral,neutral	neutral,positive	neutral,neutral
16984	positive,positive	positive,positive	positive,positive
16985	neutral,neutral	neutral,neutral	positive,neutral
16986	neutral,neutral	positive,positive	negative,negative
16987	positive,negative	positive,positive	neutral,neutral
16988	positive,neutral	neutral,neutral	positive,positive
16989	positive,positive	positive,positive	neutral,neutral
16990	positive,neutral	positive,positive	positive,positive
16991	positive,positive	positive,positive	positive,positive
16992	neutral,positive	neutral,positive	neutral,neutral
16993	positive,positive	neutral,positive	neutral,positive
16994	positive,positive	positive,neutral	positive,positive
16995	positive,neutral	positive,positive	positive,positive
16996	neutral,positive	positive,positive	neutral,positive
16997	positive,positive	positive,positive	neutral,neutral
16998	neutral,neutral	neutral,positive	neutral,neutral
16999	neutral,neutral	neutral,positive	neutral,neutral
17000	neutral,positive	neutral,positive	neutral,neutral
17001	neutral,neutral	neutral,negative	positive,positive
17002	neutral,neutral	negative,negative	neutral,neutral
17003	negative,negative	positive,neutral	positive,positive
17004	positive,positive	neutral,neutral	positive,positive
17005	positive,positive	positive,positive	positive,positive
17006	neutral,neutral	neutral,neutral	neutral,neutral
17007	positive,positive	neutral,positive	positive,positive
17008	neutral,neutral	positive,positive	negative,negative
17009	neutral,negative	positive,positive	positive,positive
17010	negative,negative	positive,positive	positive,positive
17011	neutral,neutral	positive,positive	neutral,positive
17012	positive,positive	neutral,neutral	neutral,positive
17013	neutral,neutral	positive,positive	positive,positive
17014	positive,positive	positive,neutral	positive,positive
17015	positive,positive	positive,positive	neutral,neutral
17016	positive,positive	positive,positive	neutral,positive
17017	positive,positive	neutral,neutral	neutral,positive
17018	negative,negative	neutral,neutral	neutral,neutral
17019	positive,positive	positive,positive	positive,positive
17020	neutral,neutral	positive,positive	neutral,neutral
17021	positive,positive	positive,positive	neutral,neutral
17022	neutral,neutral	positive,positive	positive,neutral
17023	positive,positive	neutral,positive	positive,positive
17024	positive,positive	positive,positive	positive,positive
17025	positive,positive	neutral,neutral	positive,positive
17026	neutral,neutral	positive,positive	neutral,neutral
17027	negative,negative	negative,negative	negative,neutral
17028	positive,positive	positive,positive	positive,positive
17029	positive,negative	positive,negative	positive,positive
17030	neutral,neutral	positive,neutral	positive,neutral
17031	positive,positive	positive,positive	positive,neutral
17032	positive,neutral	positive,neutral	neutral,neutral
17033	neutral,positive	positive,positive	positive,positive
17034	neutral,positive	positive,positive	positive,positive
17035	negative,negative	negative,negative	neutral,neutral
17036	positive,neutral	positive,neutral	positive,positive
17037	positive,positive	neutral,neutral	neutral,neutral
17038	neutral,neutral	positive,neutral	positive,negative
17039	positive,positive	positive,positive	neutral,neutral
17040	positive,positive	positive,positive	positive,positive
17041	neutral,positive	positive,neutral	positive,positive
17042	positive,positive	neutral,neutral	neutral,positive
17043	neutral,neutral	positive,positive	positive,neutral
17044	positive,positive	neutral,negative	positive,positive
17045	negative,negative	neutral,neutral	negative,negative
17046	neutral,neutral	positive,positive	positive,positive
17047	negative,positive	neutral,neutral	negative,neutral
17048	neutral,positive	positive,positive	neutral,positive
17049	positive,positive	positive,positive	positive,positive
17050	positive,positive	positive,positive	neutral,positive
17051	neutral,positive	positive,positive	neutral,positive
17052	neutral,neutral	positive,positive	positive,positive
17054	neutral,neutral	positive,positive	neutral,neutral
17056	positive,positive	neutral,neutral	negative,positive
17057	positive,positive	positive,positive	positive,positive
17058	neutral,neutral	positive,negative	positive,positive
17059	positive,positive	positive,positive	neutral,neutral
17060	positive,neutral	positive,neutral	neutral,neutral
17061	positive,positive	positive,positive	neutral,neutral
17062	neutral,negative	neutral,neutral	positive,positive
17063	positive,positive	neutral,negative	neutral,neutral
17064	positive,positive	neutral,neutral	positive,positive
17065	positive,positive	positive,positive	neutral,neutral
17066	neutral,neutral	positive,positive	positive,positive
17067	neutral,neutral	positive,neutral	negative,positive
17068	neutral,positive	neutral,positive	neutral,neutral
17069	positive,neutral	neutral,neutral	neutral,neutral
17070	positive,positive	positive,positive	positive,positive
17071	neutral,neutral	negative,positive	positive,positive
17072	neutral,neutral	neutral,neutral	neutral,neutral
17073	positive,positive	positive,positive	positive,positive
17074	positive,positive	positive,positive	positive,positive
17075	neutral,positive	neutral,neutral	neutral,positive
17076	positive,positive	neutral,neutral	neutral,positive
17077	positive,positive	neutral,neutral	positive,positive
17078	neutral,neutral	positive,positive	positive,positive
17079	positive,positive	neutral,neutral	positive,positive
17080	negative,neutral	neutral,neutral	neutral,positive
17081	positive,positive	neutral,neutral	neutral,positive
17082	positive,positive	positive,neutral	positive,positive
17084	neutral,positive	positive,positive	positive,positive
17085	positive,positive	neutral,positive	positive,positive
17086	positive,positive	neutral,positive	positive,positive
17087	positive,positive	positive,positive	positive,positive
17088	positive,neutral	positive,positive	positive,positive
17089	neutral,neutral	positive,positive	positive,positive
17090	positive,positive	positive,positive	positive,positive
17091	neutral,positive	neutral,positive	neutral,negative
17092	positive,positive	positive,positive	negative,positive
17093	positive,positive	neutral,neutral	positive,positive
17094	negative,negative	positive,positive	neutral,positive
17095	positive,positive	neutral,neutral	neutral,neutral
17096	neutral,neutral	positive,positive	negative,negative
17097	positive,positive	positive,positive	positive,positive
17098	positive,positive	neutral,positive	positive,positive
17099	neutral,neutral	neutral,neutral	neutral,neutral
17100	neutral,neutral	neutral,neutral	neutral,negative
17101	positive,positive	neutral,positive	positive,positive
17102	neutral,neutral	positive,positive	neutral,positive
17103	negative,neutral	positive,positive	positive,positive
17104	positive,positive	neutral,neutral	neutral,neutral
17105	neutral,neutral	negative,negative	positive,positive
17106	neutral,neutral	positive,positive	positive,positive
17107	neutral,neutral	neutral,neutral	positive,positive
17108	positive,positive	positive,positive	positive,positive
17109	neutral,positive	positive,positive	neutral,neutral
17110	positive,positive	negative,negative	neutral,neutral
17111	neutral,neutral	positive,positive	positive,positive
17112	neutral,neutral	positive,positive	positive,positive
17113	positive,positive	positive,positive	positive,positive
17114	positive,positive	positive,positive	positive,negative
17115	neutral,neutral	negative,neutral	negative,negative
17116	neutral,neutral	neutral,neutral	positive,neutral
17117	neutral,neutral	positive,neutral	neutral,neutral
17118	neutral,neutral	neutral,neutral	positive,positive
17119	negative,negative	positive,positive	negative,negative
17120	positive,neutral	positive,neutral	neutral,positive
17121	positive,positive	positive,neutral	positive,neutral
17122	neutral,neutral	neutral,neutral	positive,positive
17123	positive,positive	positive,neutral	positive,positive
17124	positive,neutral	positive,positive	positive,positive
17125	neutral,neutral	positive,positive	positive,positive
17126	positive,positive	neutral,neutral	neutral,neutral
17127	positive,positive	positive,positive	positive,positive
17128	neutral,positive	positive,positive	neutral,neutral
17129	positive,positive	positive,positive	neutral,neutral
17130	neutral,neutral	positive,neutral	neutral,neutral
17131	positive,positive	positive,positive	positive,positive
17132	neutral,neutral	positive,positive	neutral,positive
17133	positive,positive	positive,positive	neutral,neutral
17134	neutral,positive	positive,positive	neutral,positive
17135	neutral,positive	positive,positive	positive,positive
17136	neutral,neutral	neutral,neutral	positive,positive
17137	positive,positive	neutral,positive	neutral,neutral
17138	positive,positive	neutral,negative	positive,positive
17139	positive,positive	positive,positive	positive,positive
17140	negative,negative	neutral,neutral	neutral,neutral
17141	positive,neutral	neutral,neutral	positive,positive
17142	positive,positive	neutral,neutral	positive,positive
17143	neutral,neutral	neutral,neutral	neutral,neutral
17144	positive,positive	positive,positive	positive,positive
17145	positive,positive	positive,positive	positive,positive
17146	positive,positive	neutral,positive	neutral,positive
17147	positive,positive	positive,neutral	neutral,positive
17148	positive,neutral	neutral,neutral	neutral,neutral
17149	positive,positive	positive,positive	positive,positive
17150	neutral,positive	neutral,positive	neutral,positive
17151	negative,negative	negative,negative	negative,negative
17152	positive,positive	positive,positive	positive,positive
17153	positive,positive	neutral,neutral	positive,positive
17154	positive,negative	neutral,negative	neutral,negative
17155	positive,positive	neutral,neutral	positive,positive
17157	neutral,positive	neutral,neutral	positive,positive
17158	neutral,neutral	positive,positive	positive,positive
17159	positive,positive	positive,positive	neutral,neutral
17160	negative,neutral	positive,positive	positive,neutral
17161	negative,negative	negative,negative	neutral,neutral
17162	neutral,neutral	neutral,neutral	neutral,neutral
17163	negative,neutral	neutral,neutral	positive,positive
17164	neutral,positive	positive,positive	neutral,neutral
17165	positive,positive	positive,positive	neutral,neutral
17166	positive,positive	neutral,neutral	neutral,neutral
17167	neutral,neutral	neutral,neutral	negative,negative
17168	positive,positive	positive,positive	positive,positive
17169	neutral,neutral	neutral,positive	neutral,neutral
17170	negative,negative	negative,negative	negative,negative
17171	positive,positive	positive,positive	positive,positive
17172	positive,positive	neutral,positive	positive,positive
17173	neutral,neutral	neutral,neutral	neutral,neutral
17174	neutral,positive	neutral,positive	positive,positive
17175	positive,positive	positive,neutral	positive,positive
17176	positive,positive	positive,positive	positive,positive
17177	neutral,neutral	positive,positive	neutral,positive
17178	positive,positive	positive,positive	positive,positive
17179	neutral,neutral	positive,neutral	negative,negative
17180	positive,positive	neutral,neutral	neutral,neutral
17181	positive,positive	positive,positive	neutral,positive
17182	positive,positive	positive,neutral	positive,positive
17183	neutral,neutral	neutral,neutral	neutral,neutral
17184	positive,positive	positive,neutral	neutral,positive
17185	positive,positive	positive,positive	positive,positive
17186	positive,positive	neutral,neutral	neutral,neutral
17187	positive,positive	positive,positive	positive,positive
17188	neutral,negative	positive,positive	negative,negative
17189	neutral,positive	positive,positive	neutral,positive
17190	negative,neutral	positive,positive	positive,positive
17191	neutral,negative	positive,positive	neutral,neutral
17192	neutral,positive	neutral,neutral	neutral,neutral
17193	positive,positive	positive,positive	positive,positive
17194	neutral,positive	neutral,positive	neutral,positive
17195	positive,positive	neutral,neutral	neutral,neutral
17196	neutral,neutral	neutral,negative	neutral,neutral
17197	positive,positive	positive,negative	positive,positive
17198	positive,positive	positive,positive	positive,positive
17199	neutral,neutral	neutral,neutral	neutral,neutral
17200	positive,positive	positive,positive	positive,positive
17201	positive,positive	positive,neutral	neutral,neutral
17202	positive,neutral	neutral,neutral	positive,positive
17203	positive,positive	positive,positive	neutral,neutral
17204	positive,positive	neutral,positive	positive,positive
17205	positive,positive	neutral,positive	positive,positive
17206	positive,positive	positive,positive	positive,positive
17207	positive,neutral	positive,positive	positive,positive
17208	neutral,neutral	neutral,positive	negative,negative
17209	positive,neutral	positive,neutral	positive,positive
17210	neutral,positive	positive,positive	neutral,neutral
17211	positive,positive	positive,positive	positive,positive
17212	negative,negative	neutral,neutral	neutral,neutral
17213	neutral,positive	neutral,neutral	neutral,positive
17214	neutral,neutral	positive,positive	neutral,neutral
17215	neutral,neutral	positive,positive	neutral,neutral
17216	neutral,negative	negative,negative	neutral,neutral
17217	neutral,positive	positive,positive	neutral,positive
17218	positive,positive	positive,positive	positive,neutral
17219	positive,positive	positive,positive	positive,positive
17220	positive,positive	positive,positive	positive,positive
17221	neutral,neutral	neutral,neutral	positive,positive
17222	neutral,neutral	neutral,neutral	neutral,neutral
17223	positive,positive	neutral,neutral	positive,positive
17224	positive,positive	neutral,neutral	neutral,neutral
17225	positive,positive	neutral,positive	positive,positive
17226	positive,positive	positive,positive	positive,positive
17227	positive,positive	positive,positive	neutral,neutral
17229	positive,neutral	neutral,neutral	positive,positive
17230	neutral,neutral	neutral,neutral	neutral,neutral
17231	positive,positive	positive,positive	positive,neutral
17233	positive,positive	positive,positive	positive,positive
17234	neutral,neutral	positive,positive	neutral,neutral
17235	positive,positive	positive,positive	neutral,neutral
17236	neutral,neutral	neutral,neutral	positive,positive
17237	positive,positive	positive,positive	neutral,neutral
17238	positive,neutral	positive,positive	positive,positive
17239	neutral,neutral	positive,neutral	positive,positive
17240	neutral,neutral	neutral,neutral	positive,positive
17241	neutral,neutral	neutral,negative	positive,neutral
17242	positive,positive	positive,positive	positive,positive
17243	negative,negative	positive,positive	positive,neutral
17244	neutral,neutral	neutral,neutral	positive,positive
17245	positive,positive	positive,positive	positive,positive
17246	neutral,neutral	positive,positive	positive,positive
17247	positive,positive	negative,negative	positive,negative
17248	positive,positive	positive,neutral	positive,positive
17249	positive,neutral	positive,positive	positive,positive
17250	positive,positive	positive,positive	positive,positive
17251	neutral,neutral	positive,positive	neutral,neutral
17252	positive,negative	positive,positive	positive,positive
17253	positive,positive	neutral,positive	positive,positive
17254	negative,negative	negative,negative	negative,negative
17255	neutral,neutral	positive,positive	positive,neutral
17256	neutral,neutral	neutral,neutral	neutral,neutral
17257	positive,positive	positive,positive	positive,positive
17258	neutral,neutral	neutral,neutral	neutral,neutral
17259	positive,neutral	positive,positive	neutral,neutral
17260	positive,neutral	negative,negative	positive,neutral
17261	negative,neutral	positive,positive	neutral,positive
17262	neutral,positive	neutral,positive	neutral,neutral
17263	positive,positive	positive,negative	positive,positive
17264	neutral,neutral	negative,negative	positive,neutral
17265	neutral,positive	neutral,neutral	negative,neutral
17266	neutral,neutral	positive,positive	neutral,neutral
17267	positive,positive	neutral,positive	neutral,neutral
17268	positive,positive	positive,positive	neutral,neutral
17270	negative,positive	neutral,neutral	positive,neutral
17271	positive,positive	positive,neutral	positive,positive
17272	neutral,positive	neutral,positive	neutral,positive
17273	neutral,negative	neutral,neutral	positive,neutral
17274	positive,positive	positive,positive	positive,positive
17275	positive,positive	positive,positive	positive,positive
17276	positive,positive	negative,positive	positive,positive
17277	neutral,neutral	positive,positive	positive,neutral
17278	neutral,neutral	neutral,neutral	positive,neutral
17279	positive,negative	positive,negative	positive,positive
17280	positive,positive	positive,negative	neutral,neutral
17281	neutral,neutral	neutral,neutral	positive,positive
17282	neutral,neutral	neutral,neutral	positive,positive
17283	positive,positive	neutral,neutral	positive,positive
17284	positive,positive	positive,positive	neutral,neutral
17285	positive,positive	positive,positive	neutral,neutral
17286	negative,positive	neutral,neutral	neutral,positive
17287	neutral,neutral	neutral,neutral	neutral,neutral
17288	neutral,neutral	neutral,neutral	neutral,neutral
17289	positive,positive	positive,positive	neutral,positive
17290	neutral,neutral	positive,positive	neutral,neutral
17291	neutral,positive	negative,negative	positive,positive
17292	neutral,neutral	neutral,neutral	neutral,neutral
17293	positive,positive	neutral,positive	positive,neutral
17294	positive,positive	positive,positive	neutral,neutral
17295	neutral,neutral	positive,positive	positive,positive
17296	negative,negative	positive,positive	positive,negative
17297	positive,positive	positive,positive	positive,positive
17298	neutral,neutral	positive,positive	neutral,neutral
17299	neutral,neutral	positive,neutral	neutral,neutral
17300	neutral,positive	positive,positive	neutral,neutral
17301	positive,positive	positive,neutral	positive,positive
17302	positive,positive	positive,positive	neutral,neutral
17303	neutral,neutral	neutral,positive	neutral,positive
17304	neutral,neutral	neutral,neutral	positive,positive
17306	positive,neutral	positive,positive	positive,neutral
17307	positive,positive	positive,positive	positive,positive
17308	neutral,neutral	positive,positive	positive,positive
17309	neutral,neutral	positive,positive	positive,neutral
17310	positive,positive	positive,positive	neutral,neutral
17312	positive,positive	positive,positive	neutral,neutral
17313	neutral,neutral	negative,negative	negative,negative
17314	positive,positive	positive,positive	positive,positive
17315	positive,positive	positive,negative	neutral,neutral
17316	positive,positive	negative,negative	positive,positive
17317	positive,positive	positive,positive	positive,positive
17318	positive,neutral	positive,positive	neutral,neutral
17319	neutral,positive	neutral,neutral	positive,positive
17320	neutral,neutral	positive,positive	neutral,neutral
17321	neutral,positive	positive,positive	positive,positive
17322	neutral,positive	positive,positive	neutral,positive
17323	positive,positive	positive,neutral	positive,positive
17324	positive,positive	negative,negative	neutral,negative
17325	negative,positive	positive,positive	positive,neutral
17326	positive,positive	positive,positive	positive,positive
17327	neutral,neutral	positive,positive	neutral,neutral
17328	negative,negative	negative,negative	negative,negative
17329	neutral,neutral	positive,positive	positive,positive
17330	positive,positive	neutral,neutral	positive,positive
17331	positive,positive	neutral,neutral	neutral,neutral
17332	positive,positive	negative,neutral	positive,positive
17333	positive,positive	neutral,neutral	positive,positive
17334	positive,positive	positive,neutral	neutral,neutral
17335	negative,negative	positive,positive	positive,positive
17336	negative,negative	neutral,positive	neutral,positive
17337	neutral,neutral	neutral,positive	neutral,neutral
17338	neutral,neutral	positive,positive	neutral,positive
17339	neutral,neutral	neutral,neutral	neutral,neutral
17340	positive,positive	positive,neutral	neutral,neutral
17341	neutral,neutral	positive,positive	positive,positive
17342	positive,neutral	positive,positive	positive,neutral
17343	neutral,negative	positive,positive	neutral,negative
17344	neutral,positive	neutral,positive	neutral,positive
17345	positive,positive	positive,positive	positive,neutral
17346	positive,positive	positive,neutral	positive,positive
17347	positive,positive	positive,neutral	positive,positive
17348	positive,neutral	neutral,neutral	positive,positive
17349	positive,positive	positive,positive	positive,positive
17350	positive,positive	positive,positive	positive,positive
17351	positive,positive	positive,positive	positive,neutral
17352	positive,positive	positive,positive	positive,positive
17353	positive,positive	positive,positive	positive,neutral
17354	neutral,negative	neutral,neutral	negative,neutral
17355	positive,positive	neutral,positive	neutral,neutral
17356	positive,positive	positive,positive	positive,neutral
17357	positive,positive	positive,positive	neutral,neutral
17358	neutral,positive	positive,neutral	neutral,neutral
17359	positive,positive	positive,positive	positive,positive
17360	neutral,negative	neutral,neutral	negative,negative
17361	positive,positive	positive,positive	positive,positive
17362	positive,neutral	positive,positive	neutral,positive
17363	positive,positive	neutral,neutral	positive,neutral
17364	positive,positive	positive,positive	positive,positive
17365	positive,positive	positive,positive	neutral,neutral
17366	positive,neutral	positive,positive	positive,neutral
17367	positive,neutral	neutral,neutral	positive,neutral
17368	negative,negative	positive,neutral	positive,positive
17369	positive,positive	neutral,positive	neutral,neutral
17370	positive,positive	positive,positive	positive,positive
17371	neutral,neutral	neutral,neutral	neutral,neutral
17372	negative,neutral	neutral,neutral	neutral,neutral
17373	positive,positive	positive,positive	positive,positive
17374	positive,positive	positive,positive	positive,positive
17375	neutral,positive	neutral,neutral	positive,positive
17376	neutral,neutral	positive,positive	neutral,neutral
17377	neutral,positive	neutral,neutral	neutral,neutral
17378	neutral,positive	positive,neutral	positive,neutral
17379	positive,positive	positive,positive	positive,positive
17380	neutral,neutral	negative,negative	neutral,neutral
17381	positive,positive	positive,positive	neutral,neutral
17382	positive,positive	positive,positive	positive,positive
17383	neutral,positive	positive,positive	neutral,positive
17384	positive,positive	positive,positive	positive,positive
17385	positive,positive	positive,positive	neutral,neutral
17386	negative,negative	positive,neutral	negative,positive
17387	neutral,neutral	neutral,neutral	neutral,neutral
17388	neutral,neutral	positive,positive	negative,neutral
17389	positive,neutral	positive,neutral	neutral,positive
17390	neutral,neutral	positive,positive	positive,positive
17391	negative,neutral	neutral,neutral	neutral,positive
17392	neutral,neutral	positive,positive	positive,positive
17393	positive,positive	positive,neutral	neutral,positive
17394	positive,positive	positive,neutral	positive,positive
17395	positive,positive	positive,neutral	positive,positive
17396	positive,positive	positive,positive	neutral,neutral
17397	positive,positive	neutral,positive	positive,positive
17398	positive,positive	positive,positive	neutral,neutral
17399	positive,neutral	neutral,neutral	positive,neutral
17400	positive,positive	positive,positive	positive,positive
17401	positive,positive	neutral,negative	neutral,neutral
17402	negative,negative	negative,negative	neutral,neutral
17403	positive,neutral	neutral,neutral	positive,positive
17404	neutral,neutral	positive,negative	positive,positive
17405	negative,negative	negative,negative	neutral,neutral
17406	positive,positive	neutral,positive	neutral,neutral
17407	positive,positive	positive,neutral	neutral,neutral
17408	positive,positive	neutral,positive	positive,positive
17409	neutral,neutral	positive,positive	positive,positive
17410	neutral,neutral	neutral,neutral	positive,positive
17411	neutral,neutral	positive,positive	neutral,positive
17412	positive,neutral	positive,neutral	positive,neutral
17413	neutral,neutral	positive,positive	positive,positive
17414	neutral,neutral	neutral,neutral	neutral,negative
17415	positive,positive	neutral,positive	neutral,neutral
17416	positive,neutral	positive,positive	positive,positive
17417	positive,positive	positive,positive	positive,positive
17418	negative,negative	negative,negative	neutral,neutral
17419	neutral,neutral	neutral,neutral	neutral,neutral
17420	neutral,neutral	positive,positive	positive,positive
17421	neutral,neutral	neutral,neutral	neutral,neutral
17422	neutral,neutral	positive,positive	neutral,neutral
17423	neutral,neutral	neutral,positive	positive,positive
17424	positive,positive	positive,positive	positive,positive
17425	positive,positive	neutral,positive	neutral,neutral
17426	positive,positive	neutral,negative	positive,positive
17427	positive,negative	positive,positive	positive,positive
17428	neutral,neutral	positive,positive	positive,positive
17429	neutral,negative	negative,neutral	negative,negative
17430	positive,positive	positive,positive	positive,positive
17431	neutral,neutral	neutral,neutral	neutral,positive
17432	positive,positive	neutral,neutral	positive,neutral
17433	positive,positive	neutral,positive	positive,neutral
17434	negative,positive	positive,positive	positive,positive
17435	positive,positive	positive,positive	neutral,neutral
17436	neutral,neutral	positive,positive	neutral,neutral
17437	neutral,neutral	neutral,neutral	neutral,neutral
17438	negative,neutral	negative,neutral	neutral,neutral
17439	positive,positive	positive,positive	positive,neutral
17440	positive,negative	neutral,positive	neutral,neutral
17441	positive,positive	positive,positive	positive,positive
17442	neutral,neutral	neutral,neutral	positive,neutral
17443	neutral,neutral	positive,neutral	positive,positive
17444	positive,positive	neutral,neutral	neutral,neutral
17445	neutral,neutral	neutral,positive	neutral,neutral
17446	positive,positive	neutral,neutral	positive,neutral
17447	neutral,neutral	positive,positive	positive,positive
17448	positive,positive	negative,positive	positive,positive
17449	positive,positive	positive,positive	positive,positive
17451	positive,positive	positive,neutral	positive,positive
17452	positive,neutral	positive,positive	positive,positive
17453	negative,neutral	neutral,neutral	negative,negative
17454	neutral,positive	positive,positive	neutral,positive
17455	positive,neutral	neutral,positive	positive,positive
17456	positive,positive	positive,positive	positive,positive
17457	neutral,positive	positive,positive	positive,positive
17458	positive,neutral	positive,positive	neutral,neutral
17459	neutral,negative	neutral,positive	negative,neutral
17460	neutral,neutral	neutral,neutral	neutral,neutral
17461	positive,positive	positive,positive	positive,positive
17462	neutral,negative	positive,neutral	neutral,neutral
17463	neutral,positive	neutral,neutral	neutral,positive
17464	positive,neutral	positive,positive	positive,positive
17465	neutral,negative	positive,positive	positive,neutral
17466	neutral,positive	neutral,positive	neutral,neutral
17467	positive,neutral	positive,positive	positive,neutral
17468	positive,neutral	positive,positive	positive,positive
17470	neutral,neutral	neutral,neutral	neutral,neutral
17471	positive,neutral	positive,positive	positive,positive
17472	neutral,neutral	negative,positive	positive,neutral
17473	neutral,positive	positive,positive	neutral,positive
17474	neutral,positive	positive,positive	neutral,positive
17475	positive,positive	neutral,neutral	negative,neutral
17476	negative,negative	positive,neutral	neutral,negative
17477	neutral,neutral	neutral,neutral	neutral,neutral
17478	positive,positive	neutral,positive	positive,positive
17479	neutral,positive	positive,positive	positive,positive
17480	positive,neutral	positive,positive	positive,neutral
17481	positive,positive	positive,positive	positive,positive
17482	neutral,positive	neutral,positive	positive,positive
17483	positive,neutral	positive,positive	positive,neutral
17484	positive,positive	neutral,neutral	positive,positive
17485	positive,positive	positive,neutral	positive,positive
17486	negative,negative	positive,positive	neutral,negative
17487	positive,neutral	positive,neutral	positive,positive
17488	neutral,neutral	positive,neutral	neutral,neutral
17489	neutral,neutral	positive,positive	positive,positive
17490	positive,positive	neutral,neutral	positive,neutral
17491	positive,positive	negative,negative	neutral,neutral
17492	neutral,negative	neutral,negative	neutral,neutral
17493	positive,positive	positive,positive	positive,positive
17494	positive,positive	neutral,neutral	positive,positive
17495	positive,positive	positive,positive	positive,positive
17496	neutral,positive	positive,positive	neutral,positive
17497	positive,positive	positive,neutral	positive,positive
17498	positive,positive	positive,positive	positive,neutral
17499	neutral,positive	positive,positive	neutral,positive
17500	negative,neutral	positive,positive	positive,neutral
17501	neutral,neutral	positive,positive	positive,neutral
17502	negative,negative	negative,neutral	positive,positive
17503	negative,negative	neutral,neutral	positive,positive
17504	positive,positive	neutral,positive	positive,positive
17505	neutral,positive	positive,positive	neutral,positive
17506	positive,positive	positive,positive	positive,positive
17507	positive,positive	positive,positive	positive,positive
17508	neutral,positive	neutral,positive	neutral,positive
17509	positive,positive	positive,positive	positive,positive
17510	positive,neutral	positive,positive	positive,positive
17511	neutral,neutral	neutral,positive	positive,positive
17512	positive,positive	positive,positive	positive,positive
17513	positive,neutral	neutral,positive	positive,neutral
17514	neutral,positive	positive,positive	positive,positive
17515	positive,neutral	positive,positive	positive,positive
17516	neutral,positive	neutral,neutral	positive,positive
17517	positive,positive	neutral,positive	positive,positive
17518	positive,neutral	positive,positive	positive,neutral
17519	neutral,positive	positive,positive	neutral,positive
17520	neutral,negative	negative,negative	neutral,negative
17522	positive,positive	positive,positive	positive,positive
17523	neutral,neutral	neutral,neutral	neutral,neutral
17524	positive,negative	positive,neutral	positive,negative
